序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
1550,渤海船舶职业学院,,辽宁,葫芦岛,,,,理工,专科,公办,,1693,批次=专科批,2026/6/15
1551,辽宁商贸职业学院,辽宁省,辽宁,沈阳,,,,0,专科,公办,,1332,省份=,2026/6/15
1552,辽宁装备制造职业技术学院,辽宁省,辽宁,沈阳,,,,理工,专科,公办,,1694,年份=年份,2026/6/15
1553,辽河石油职业技术学院,辽宁省,辽宁,盘锦,,,,0,专科,公办,,1695,年份=年份,2026/6/15
1554,辽宁地质工程职业学院,辽宁省,辽宁,丹东,,,,理工,专科,公办,,1696,,2026/6/15
1555,辽宁铁道职业技术学院,辽宁省,辽宁,锦州,,,,理工,专科,公办,,2333,,2026/6/15
1556,辽宁建筑职业学院,辽宁省,辽宁,辽阳,,,,理工,专科,公办,,2334,年份=年份,2026/6/15
1557,辽宁现代服务职业技术学院,辽宁省,辽宁,沈阳,,,,财经,专科,公办,,2335,年份=年份,2026/6/15
1558,辽宁冶金职业技术学院,辽宁省,辽宁,本溪,,,,理工,专科,公办,,2655,年份=年份,2026/6/15
1559,辽宁工程职业学院,辽宁省,辽宁,铁岭,,,,理工,专科,公办,,2652,年份=年份,2026/6/15
1560,辽宁城市建设职业技术学院,辽宁省,辽宁,沈阳,,,,理工,专科,公办,,2651,年份=年份,2026/6/15
1561,辽宁医药职业学院,辽宁省,辽宁,沈阳,,,,医药,专科,公办,,2654,年份=年份,2026/6/15
1562,铁岭卫生职业学院,辽宁省,辽宁,铁岭,,,,0,专科,公办,,2656,,2026/6/15
1563,辽宁政法职业学院,辽宁省,辽宁,沈阳,,,,0,专科,公办,,3336,省份=,2026/6/15
1564,辽宁民族师范高等专科学校,辽宁省,辽宁,沈阳,,,,0,专科,公办,,3228,年份=年份,2026/6/15
1565,辽宁轻工职业学院,辽宁省,辽宁,大连,,,,综合,专科,公办,,3105,,2026/6/15
1566,辽宁特殊教育师范高等专科学校,辽宁省,辽宁,沈阳,,,,0,专科,公办,,3161,年份=年份,2026/6/15
1567,辽宁师范高等专科学校,辽宁省,辽宁,沈阳,,,,0,专科,公办,,3478,年份=年份,2026/6/15
1568,鞍山职业技术学院,辽宁省,辽宁,鞍山,,,,0,专科,公办,,3500,年份=年份,2026/6/15
1569,长春师范高等专科学校,吉林省,吉林,长春,,,,0,专科,公办,,3328,年份=年份,2026/6/15
1570,辽源职业技术学院,吉林省,吉林,辽源,,,,理工,专科,公办,,1609,年份=年份,2026/6/15
1571,四平职业大学,吉林省,吉林,四平,,,,理工,专科,公办,,1610,年份=年份,2026/6/15
1572,长春金融高等专科学校,吉林省,吉林,长春,,,,财经,专科,公办,,1605,,2026/6/15
1573,长春医学高等专科学校,吉林省,吉林,长春,,,,医药,专科,公办,,1607,,2026/6/15
1574,吉林交通职业技术学院,吉林省,吉林,长春,,,,理工,专科,公办,,1611,年份=年份,2026/6/15
1575,吉林司法警官职业学院,吉林省,吉林,长春,,,,政法,专科,公办,,1612,,2026/6/15
1576,吉林电子信息职业技术学院,吉林省,吉林,吉林市,,,,理工,专科,公办,,1613,年份=年份,2026/6/15
1577,吉林工业职业技术学院,吉林省,吉林,吉林市,,,,理工,专科,公办,,1614,,2026/6/15
1578,吉林工程职业学院,吉林省,吉林,四平,,,,理工,专科,公办,,1615,年份=年份,2026/6/15
1579,白城医学高等专科学校,吉林省,吉林,白城,,,,医药,专科,公办,,1608,年份=年份,2026/6/15
1580,松原职业技术学院,吉林省,吉林,松原,,,,0,专科,公办,,1617,年份=年份,2026/6/15
1581,白城职业技术学院,吉林省,吉林,白城,,,,0,专科,公办,,1619,年份=年份,2026/6/15
1582,长白山职业技术学院,吉林省,吉林,白山,,,,0,专科,公办,,2312,年份=年份,2026/6/15
1583,延边职业技术学院,吉林省,吉林,延边,,,,0,专科,公办,,2955,年份=年份,2026/6/15
1584,吉林水利电力职业学院,吉林省,吉林,长春,,,,0,专科,公办,,3329,年份=年份,2026/6/15
1585,吉林通用航空职业技术学院,吉林省,吉林,吉林市,,,,0,专科,公办,,3572,年份=年份,2026/6/15
1586,通化医药健康职业学院,吉林省,吉林,通化,,,,0,专科,公办,,3573,年份=年份,2026/6/15
1587,齐齐哈尔高等师范专科学校,黑龙江省,黑龙江,齐齐哈尔,,,,师范,专科,公办,,2190,,2026/6/15
1588,伊春职业学院,黑龙江省,黑龙江,伊春,,,,综合,专科,公办,,768,,2026/6/15
1589,牡丹江大学,黑龙江省,黑龙江,牡丹江,,,,综合,专科,公办,,766,,2026/6/15
1590,黑龙江职业学院,黑龙江省,黑龙江,哈尔滨,,,,综合,专科,公办,,716,,2026/6/15
1591,黑龙江艺术职业学院,黑龙江省,黑龙江,哈尔滨,,,,0,专科,公办,,762,年份=年份,2026/6/15
1592,大庆职业学院,黑龙江省,黑龙江,大庆,,,,理工,专科,公办,,708,,2026/6/15
1593,黑龙江林业职业技术学院,黑龙江省,黑龙江,牡丹江,,,,综合,专科,公办,,707,,2026/6/15
1594,黑龙江农业职业技术学院,黑龙江省,黑龙江,佳木斯,,,,农林,专科,公办,,739,,2026/6/15
1595,黑龙江农垦职业学院,黑龙江省,黑龙江,哈尔滨,,,,综合,专科,公办,,737,,2026/6/15
1596,黑龙江司法警官职业学院,黑龙江省,黑龙江,哈尔滨,,,,政法,专科,公办,,759,,2026/6/15
1597,鹤岗师范高等专科学校,黑龙江省,黑龙江,鹤岗,,,,师范,专科,公办,,714,年份=年份,2026/6/15
1598,哈尔滨电力职业技术学院,黑龙江省,黑龙江,哈尔滨,,,,理工,专科,公办,,710,年份=年份,2026/6/15
1599,哈尔滨铁道职业技术学院,黑龙江省,黑龙江,哈尔滨,,,,理工,专科,公办,,712,,2026/6/15
1600,大兴安岭职业学院,黑龙江省,黑龙江,大兴安岭,,,,综合,专科,公办,,709,年份=年份,2026/6/15
1601,黑龙江农业经济职业学院,黑龙江省,黑龙江,牡丹江,,,,农林,专科,公办,,764,,2026/6/15
1602,黑龙江商业职业学院,黑龙江省,黑龙江,牡丹江,,,,0,专科,公办,,741,,2026/6/15
1603,黑龙江公安警官职业学院,黑龙江省,黑龙江,哈尔滨,,,,政法,专科,公办,,2193,年份=年份,2026/6/15
1604,黑龙江旅游职业技术学院,黑龙江省,黑龙江,哈尔滨,,,,管理,专科,公办,,732,,2026/6/15
1605,黑龙江生态工程职业学院,黑龙江省,黑龙江,哈尔滨,,,,农林,专科,公办,,742,,2026/6/15
1606,黑龙江能源职业学院,黑龙江省,黑龙江,双鸭山,,,,0,专科,公办,,733,年份=年份,2026/6/15
1607,七台河职业学院,黑龙江省,黑龙江,七台河,,,,综合,专科,公办,,2194,年份=年份,2026/6/15
1608,黑龙江民族职业学院,黑龙江省,黑龙江,哈尔滨,,,,民族,专科,公办,,734,年份=年份,2026/6/15
1609,大庆医学高等专科学校,黑龙江省,黑龙江,大庆,,,,医药,专科,公办,,2191,,2026/6/15
1610,黑龙江交通职业技术学院,黑龙江省,黑龙江,哈尔滨,,,,理工,专科,公办,,2195,,2026/6/15
1611,黑龙江幼儿师范高等专科学校,黑龙江省,黑龙江,牡丹江,,,,师范,专科,公办,,2192,,2026/6/15
1612,哈尔滨科学技术职业学院,黑龙江省,黑龙江,哈尔滨,,,,综合,专科,公办,,2196,年份=年份,2026/6/15
1613,佳木斯职业学院,黑龙江省,黑龙江,佳木斯,,,,综合,专科,公办,,2529,,2026/6/15
1614,黑龙江护理高等专科学校,黑龙江省,黑龙江,哈尔滨,,,,医药,专科,公办,,2660,,2026/6/15
1615,哈尔滨幼儿师范高等专科学校,黑龙江省,黑龙江,哈尔滨,,,,师范,专科,公办,,3052,,2026/6/15
1616,黑龙江冰雪体育职业学院,黑龙江省,黑龙江,哈尔滨,,,,0,专科,公办,,3211,年份=年份,2026/6/15
1617,上海旅游高等专科学校,上海市,上海,上海,,,,综合,专科,公办,,2362,,2026/6/15
1618,上海出版印刷高等专科学校,上海市,上海,上海,,,,综合,专科,公办,,664,,2026/6/15
1619,上海行健职业学院,上海市,上海,上海,,,,综合,专科,公办,,686,,2026/6/15
1620,上海城建职业学院,上海市,上海,上海,,,,综合,专科,公办,,663,,2026/6/15
1621,上海交通职业技术学院,上海市,上海,上海,,,,理工,专科,公办,,677,,2026/6/15
1622,上海海事职业技术学院,上海市,上海,上海,,,,理工,专科,公办,,673,年份=年份,2026/6/15
1623,上海电子信息职业技术学院,上海市,上海,上海,,,,理工,专科,公办,,666,,2026/6/15
1624,上海工艺美术职业学院,上海市,上海,上海,,,,艺术,专科,公办,,671,,2026/6/15
1625,上海科学技术职业学院,上海市,上海,上海,,,,理工,专科,公办,,679,,2026/6/15
1626,上海农林职业技术学院,上海市,上海,上海,,,,农林,专科,公办,,682,,2026/6/15
1628,上海民航职业技术学院,交通运输部（中国民用航空局）,上海,上海,,,,理工,专科,公办,,2934,,2026/6/15
1629,上海南湖职业技术学院,上海市,上海,上海,,,,0,专科,公办,,3574,年份=年份,2026/6/15
1630,盐城幼儿师范高等专科学校,江苏省,江苏,盐城,,,,师范,专科,公办,,3342,年份=年份,2026/6/15
1631,苏州幼儿师范高等专科学校,江苏省,江苏,苏州,,,,师范,专科,公办,,3343,年份=年份,2026/6/15
1632,江苏工程职业技术学院,江苏省,江苏,南通,,,,综合,专科,公办,,1069,年份=年份,2026/6/15
1633,苏州工艺美术职业技术学院,江苏省,江苏,苏州,,,,艺术,专科,公办,,2202,年份=年份,2026/6/15
1634,连云港职业技术学院,江苏省,江苏,连云港,,,,综合,专科,公办,,2203,,2026/6/15
1635,镇江市高等专科学校,江苏省,江苏,镇江,,,,综合,专科,公办,,2201,,2026/6/15
1636,南通职业大学,江苏省,江苏,南通,,,,综合,专科,公办,,2204,,2026/6/15
1637,沙洲职业工学院,江苏省,江苏,苏州,,,,理工,专科,公办,,2206,年份=年份,2026/6/15
1638,江苏经贸职业技术学院,江苏省,江苏,南京,,,,财经,专科,公办,,1591,,2026/6/15
1639,泰州职业技术学院,江苏省,江苏,泰州,,,,综合,专科,公办,,2207,,2026/6/15
1640,常州信息职业技术学院,江苏省,江苏,常州,,,,综合,专科,公办,,1171,,2026/6/15
1641,江苏联合职业技术学院,江苏省,江苏,南京,,,,0,专科,公办,,2208,省份=,2026/6/15
1642,江苏海事职业技术学院,江苏省,江苏,南京,,,,综合,专科,公办,,1436,,2026/6/15
1643,无锡科技职业学院,江苏省,江苏,无锡,,,,综合,专科,公办,,1191,,2026/6/15
1644,江苏医药职业学院,江苏省,江苏,盐城,,,,医药,专科,公办,,1405,,2026/6/15
1645,扬州环境资源职业技术学院,江苏省,江苏,扬州,,,,0,专科,公办,,1120,省份=,2026/6/15
1646,南通科技职业学院,江苏省,江苏,南通,,,,理工,专科,公办,,2209,,2026/6/15
1647,苏州经贸职业技术学院,江苏省,江苏,苏州,,,,财经,专科,公办,,1412,,2026/6/15
1648,苏州工业职业技术学院,江苏省,江苏,苏州,,,,理工,专科,公办,,1359,,2026/6/15
1649,苏州卫生职业技术学院,江苏省,江苏,苏州,,,,医药,专科,公办,,1388,,2026/6/15
1650,无锡商业职业技术学院,江苏省,江苏,无锡,,,,财经,专科,公办,,1589,年份=年份,2026/6/15
1651,江苏航运职业技术学院,江苏省,江苏,南通,,,,理工,专科,公办,,1418,,2026/6/15
1652,南京交通职业技术学院,江苏省,江苏,南京,,,,理工,专科,公办,,1370,年份=年份,2026/6/15
1653,江苏电子信息职业学院,江苏省,江苏,淮安,,,,综合,专科,公办,,2210,,2026/6/15
1654,江苏农牧科技职业学院,江苏省,江苏,泰州,,,,农林,专科,公办,,1051,,2026/6/15
1655,常州纺织服装职业技术学院,江苏省,江苏,常州,,,,理工,专科,公办,,1121,年份=年份,2026/6/15
1656,苏州农业职业技术学院,江苏省,江苏,苏州,,,,农林,专科,公办,,1449,,2026/6/15
1657,苏州工业园区职业技术学院,江苏省,江苏,苏州,,,,综合,专科,公办,,2211,,2026/6/15
1658,南京科技职业学院,江苏省,江苏,南京,,,,理工,专科,公办,,2212,,2026/6/15
1659,常州工业职业技术学院,江苏省,江苏,常州,,,,理工,专科,公办,,1239,,2026/6/15
1660,常州工程职业技术学院,江苏省,江苏,常州,,,,理工,专科,公办,,1151,,2026/6/15
1661,江苏农林职业技术学院,江苏省,江苏,镇江,,,,农林,专科,公办,,1434,,2026/6/15
1662,江苏食品药品职业技术学院,江苏省,江苏,淮安,,,,综合,专科,公办,,1330,,2026/6/15
1663,南京铁道职业技术学院,江苏省,江苏,南京,,,,理工,专科,公办,,1141,,2026/6/15
1664,徐州工业职业技术学院,江苏省,江苏,徐州,,,,理工,专科,公办,,1193,,2026/6/15
1665,江苏信息职业技术学院,江苏省,江苏,无锡,,,,理工,专科,公办,,1406,,2026/6/15
1666,宿迁职业技术学院,江苏省,江苏,宿迁,,,,0,专科,公办,,2213,,2026/6/15
1667,南京信息职业技术学院,江苏省,江苏,南京,,,,综合,专科,公办,,1376,,2026/6/15
1668,常州机电职业技术学院,江苏省,江苏,常州,,,,综合,专科,公办,,2214,年份=年份,2026/6/15
1669,江阴职业技术学院,江苏省,江苏,无锡,,,,综合,专科,公办,,2215,,2026/6/15
1670,无锡城市职业技术学院,江苏省,江苏,无锡,,,,综合,专科,公办,,2216,,2026/6/15
1671,无锡工艺职业技术学院,江苏省,江苏,无锡,,,,艺术,专科,公办,,1361,,2026/6/15
1672,苏州健雄职业技术学院,江苏省,江苏,苏州,,,,综合,专科,公办,,2217,年份=年份,2026/6/15
1673,盐城工业职业技术学院,江苏省,江苏,盐城,,,,理工,专科,公办,,2218,,2026/6/15
1674,江苏财经职业技术学院,江苏省,江苏,淮安,,,,财经,专科,公办,,2219,,2026/6/15
1675,扬州工业职业技术学院,江苏省,江苏,扬州,,,,综合,专科,公办,,1155,,2026/6/15
1676,江苏城市职业学院,江苏省,江苏,南京,,,,综合,专科,公办,,1543,,2026/6/15
1677,南京城市职业学院,江苏省,江苏,南京,,,,综合,专科,公办,,3143,年份=年份,2026/6/15
1678,南京机电职业技术学院,江苏省,江苏,南京,,,,综合,专科,公办,,2220,,2026/6/15
1679,南京旅游职业学院,江苏省,江苏,南京,,,,综合,专科,公办,,2539,,2026/6/15
1680,江苏卫生健康职业学院,江苏省,江苏,南京,,,,医药,专科,公办,,2221,,2026/6/15
1681,苏州信息职业技术学院,江苏省,江苏,苏州,,,,理工,专科,公办,,2558,年份=年份,2026/6/15
1682,苏州工业园区服务外包职业学院,江苏省,江苏,苏州,,,,综合,专科,公办,,2662,,2026/6/15
1683,徐州幼儿师范高等专科学校,江苏省,江苏,徐州,,,,师范,专科,公办,,3089,年份=年份,2026/6/15
1684,徐州生物工程职业技术学院,江苏省,江苏,徐州,,,,理工,专科,公办,,3090,,2026/6/15
1685,江苏商贸职业学院,江苏省,江苏,南通,,,,综合,专科,公办,,3109,,2026/6/15
1686,南通师范高等专科学校,江苏省,江苏,南通,,,,师范,专科,公办,,3230,,2026/6/15
1687,江苏护理职业学院,江苏省,江苏,淮安,,,,医药,专科,公办,,3273,,2026/6/15
1688,江苏财会职业学院,江苏省,江苏,连云港,,,,财经,专科,公办,,3224,,2026/6/15
1689,江苏城乡建设职业学院,江苏省,江苏,常州,,,,综合,专科,公办,,3345,年份=年份,2026/6/15
1690,江苏航空职业技术学院,江苏省,江苏,镇江,,,,理工,专科,公办,,3346,,2026/6/15
1691,江苏安全技术职业学院,江苏省,江苏,徐州,,,,综合,专科,公办,,3347,年份=年份,2026/6/15
1692,江苏旅游职业学院,江苏省,江苏,扬州,,,,综合,专科,公办,,3348,年份=年份,2026/6/15
1693,温州职业技术学院,浙江省,浙江,温州,,,,综合,专科,公办,,1768,年份=年份,2026/6/15
1694,浙江交通职业技术学院,浙江省,浙江,杭州,,,,理工,专科,公办,,1769,,2026/6/15
1695,宁波城市职业技术学院,浙江省,浙江,宁波,,,,综合,专科,公办,,1771,年份=年份,2026/6/15
1697,浙江同济科技职业学院,浙江省,浙江,杭州,,,,理工,专科,公办,,1773,,2026/6/15
1698,浙江工商职业技术学院,浙江省,浙江,宁波,,,,财经,专科,公办,,1353,年份=年份,2026/6/15
1699,台州职业技术学院,浙江省,浙江,台州,,,,综合,专科,公办,,1351,年份=年份,2026/6/15
1700,浙江工贸职业技术学院,浙江省,浙江,温州,,,,综合,专科,公办,,1774,年份=年份,2026/6/15
1701,浙江建设职业技术学院,浙江省,浙江,杭州,,,,理工,专科,公办,,1349,,2026/6/15
1702,浙江艺术职业学院,浙江省,浙江,杭州,,,,艺术,专科,公办,,1775,年份=年份,2026/6/15
1703,浙江经贸职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,,1350,年份=年份,2026/6/15
1704,浙江商业职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,,1341,,2026/6/15
1705,浙江经济职业技术学院,浙江省,浙江,杭州,,,,财经,专科,公办,,1776,,2026/6/15
1706,浙江旅游职业学院,浙江省,浙江,杭州,,,,综合,专科,公办,,1777,年份=年份,2026/6/15
1707,浙江警官职业学院,浙江省,浙江,杭州,,,,政法,专科,公办,,1778,年份=年份,2026/6/15
1708,浙江金融职业学院,浙江省,浙江,杭州,,,,财经,专科,公办,,1357,,2026/6/15
1709,浙江工业职业技术学院,浙江省,浙江,绍兴,,,,综合,专科,公办,,1779,年份=年份,2026/6/15
1710,嘉兴职业技术学院,浙江省,浙江,嘉兴,,,,综合,专科,公办,,1781,年份=年份,2026/6/15
1711,湖州职业技术学院,浙江省,浙江,湖州,,,,综合,专科,公办,,1345,年份=年份,2026/6/15
1712,衢州职业技术学院,浙江省,浙江,衢州,,,,综合,专科,公办,,1782,年份=年份,2026/6/15
1713,丽水职业技术学院,浙江省,浙江,丽水,,,,综合,专科,公办,,1783,年份=年份,2026/6/15
1714,义乌工商职业技术学院,浙江省,浙江,金华,,,,综合,专科,公办,,1784,年份=年份,2026/6/15
1715,浙江纺织服装职业技术学院,浙江省,浙江,宁波,,,,综合,专科,公办,,1785,年份=年份,2026/6/15
1716,杭州科技职业技术学院,浙江省,浙江,杭州,,,,综合,专科,公办,,2378,年份=年份,2026/6/15
1717,浙江邮电职业技术学院,浙江省,浙江,绍兴,,,,理工,专科,公办,,1786,,2026/6/15
1718,宁波卫生职业技术学院,浙江省,浙江,宁波,,,,医药,专科,公办,,1787,,2026/6/15
1719,台州科技职业学院,浙江省,浙江,台州,,,,综合,专科,公办,,1788,,2026/6/15
1720,浙江国际海运职业技术学院,浙江省,浙江,舟山,,,,理工,专科,公办,,1789,年份=年份,2026/6/15
1721,浙江体育职业技术学院,浙江省,浙江,杭州,,,,体育,专科,公办,,1790,省份=,2026/6/15
1722,温州科技职业学院,浙江省,浙江,温州,,,,农林,专科,公办,,2377,年份=年份,2026/6/15
1723,浙江农业商贸职业学院,浙江省,浙江,绍兴,,,,综合,专科,公办,,3046,年份=年份,2026/6/15
1724,浙江特殊教育职业学院,浙江省,浙江,杭州,,,,综合,专科,公办,,3208,年份=年份,2026/6/15
1725,浙江安防职业技术学院,浙江省,浙江,温州,,,,理工,专科,公办,,3349,年份=年份,2026/6/15
1726,浙江舟山群岛新区旅游与健康职业学院,浙江省,浙江,舟山,,,,0,专科,公办,,3350,年份=年份,2026/6/15
1727,宁波幼儿师范高等专科学校,浙江省,浙江,宁波,,,,师范,专科,公办,,2905,年份=年份,2026/6/15
1728,淮北职业技术学院,安徽省,安徽,淮北,,,,综合,专科,公办,,1806,,2026/6/15
1729,淮南联合大学,安徽省,安徽,淮南,,,,综合,专科,公办,,1808,,2026/6/15
1730,安徽商贸职业技术学院,安徽省,安徽,芜湖,,,,财经,专科,公办,,1809,年份=年份,2026/6/15
1731,安徽水利水电职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,,1810,年份=年份,2026/6/15
1732,阜阳职业技术学院,安徽省,安徽,阜阳,,,,理工,专科,公办,,1811,年份=年份,2026/6/15
1733,铜陵职业技术学院,安徽省,安徽,铜陵,,,,理工,专科,公办,,1812,年份=年份,2026/6/15
1734,安徽警官职业学院,安徽省,安徽,合肥,,,,政法,专科,公办,,1813,年份=年份,2026/6/15
1735,淮南职业技术学院,安徽省,安徽,淮南,,,,理工,专科,公办,,1814,,2026/6/15
1736,安徽工业经济职业技术学院,安徽省,安徽,合肥,,,,财经,专科,公办,,1815,年份=年份,2026/6/15
1737,合肥通用职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,,1816,,2026/6/15
1738,安徽工贸职业技术学院,安徽省,安徽,淮南,,,,理工,专科,公办,,1817,年份=年份,2026/6/15
1739,宿州职业技术学院,安徽省,安徽,宿州,,,,综合,专科,公办,,1818,年份=年份,2026/6/15
1740,六安职业技术学院,安徽省,安徽,六安,,,,理工,专科,公办,,1819,年份=年份,2026/6/15
1741,安徽电子信息职业技术学院,安徽省,安徽,蚌埠,,,,理工,专科,公办,,1820,年份=年份,2026/6/15
1742,安徽交通职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,,1821,年份=年份,2026/6/15
1743,安徽体育运动职业技术学院,安徽省,安徽,合肥,,,,体育,专科,公办,,1822,年份=年份,2026/6/15
1744,安徽中医药高等专科学校,安徽省,安徽,芜湖,,,,医药,专科,公办,,1802,年份=年份,2026/6/15
1745,合肥职业技术学院,安徽省,安徽,合肥,,,,综合,专科,公办,,1823,年份=年份,2026/6/15
1746,滁州职业技术学院,安徽省,安徽,滁州,,,,综合,专科,公办,,1824,年份=年份,2026/6/15
1747,池州职业技术学院,安徽省,安徽,池州,,,,理工,专科,公办,,1825,年份=年份,2026/6/15
1748,宣城职业技术学院,安徽省,安徽,宣城,,,,理工,专科,公办,,1826,,2026/6/15
1749,安徽广播影视职业技术学院,安徽省,安徽,合肥,,,,艺术,专科,公办,,1827,年份=年份,2026/6/15
1750,安徽电气工程职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,,1828,,2026/6/15
1751,安徽冶金科技职业学院,安徽省,安徽,马鞍山,,,,0,专科,公办,,1829,,2026/6/15
1752,安徽城市管理职业学院,安徽省,安徽,合肥,,,,综合,专科,公办,,1830,年份=年份,2026/6/15
1753,安徽机电职业技术学院,安徽省,安徽,芜湖,,,,理工,专科,公办,,1831,年份=年份,2026/6/15
1754,安徽工商职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,,1832,年份=年份,2026/6/15
1755,安徽中澳科技职业学院,安徽省,安徽,合肥,,,,综合,专科,公办,,1833,年份=年份,2026/6/15
1756,亳州职业技术学院,安徽省,安徽,亳州,,,,理工,专科,公办,,1834,年份=年份,2026/6/15
1757,安徽国防科技职业学院,安徽省,安徽,六安,,,,理工,专科,公办,,1835,年份=年份,2026/6/15
1758,安庆职业技术学院,安徽省,安徽,安庆,,,,理工,专科,公办,,1836,年份=年份,2026/6/15
1759,安徽艺术职业学院,安徽省,安徽,合肥,,,,艺术,专科,公办,,1837,年份=年份,2026/6/15
1760,马鞍山师范高等专科学校,安徽省,安徽,马鞍山,,,,师范,专科,公办,,1803,年份=年份,2026/6/15
1761,安徽财贸职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,,1838,年份=年份,2026/6/15
1762,安徽国际商务职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,,1839,年份=年份,2026/6/15
1763,安徽公安职业学院,安徽省,安徽,合肥,,,,政法,专科,公办,,3247,年份=年份,2026/6/15
1764,安徽林业职业技术学院,安徽省,安徽,合肥,,,,农林,专科,公办,,1841,年份=年份,2026/6/15
1765,安徽审计职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,,1842,,2026/6/15
1766,安徽新闻出版职业技术学院,安徽省,安徽,合肥,,,,综合,专科,公办,,1843,,2026/6/15
1767,安徽邮电职业技术学院,安徽省,安徽,合肥,,,,理工,专科,公办,,1844,年份=年份,2026/6/15
1768,安徽工业职业技术学院,安徽省,安徽,铜陵,,,,理工,专科,公办,,1845,年份=年份,2026/6/15
1769,安庆医药高等专科学校,安徽省,安徽,安庆,,,,医药,专科,公办,,1804,,2026/6/15
1770,徽商职业学院,安徽省,安徽,合肥,,,,财经,专科,公办,,2404,年份=年份,2026/6/15
1771,马鞍山职业技术学院,安徽省,安徽,马鞍山,,,,理工,专科,公办,,1407,,2026/6/15
1772,桐城师范高等专科学校,安徽省,安徽,安庆,,,,0,专科,公办,,2665,年份=年份,2026/6/15
1773,黄山职业技术学院,安徽省,安徽,黄山,,,,理工,专科,公办,,2666,年份=年份,2026/6/15
1774,滁州城市职业学院,安徽省,安徽,滁州,,,,综合,专科,公办,,2667,年份=年份,2026/6/15
1775,安徽汽车职业技术学院,安徽省,安徽,合肥,,,,0,专科,公办,,2668,年份=年份,2026/6/15
1776,皖西卫生职业学院,安徽省,安徽,六安,,,,0,专科,公办,,2664,年份=年份,2026/6/15
1777,合肥幼儿师范高等专科学校,安徽省,安徽,合肥,,,,师范,专科,公办,,3115,,2026/6/15
1778,安徽黄梅戏艺术职业学院,安徽省,安徽,安庆,,,,艺术,专科,公办,,2922,年份=年份,2026/6/15
1779,安徽粮食工程职业学院,安徽省,安徽,合肥,,,,综合,专科,公办,,3065,,2026/6/15
1780,安徽卫生健康职业学院,安徽省,安徽,池州,,,,0,专科,公办,,2921,年份=年份,2026/6/15
1781,皖北卫生职业学院,安徽省,安徽,宿州,,,,0,专科,公办,,3185,年份=年份,2026/6/15
1782,阜阳幼儿师范高等专科学校,安徽省,安徽,阜阳,,,,师范,专科,公办,,3256,年份=年份,2026/6/15
1783,福建船政交通职业学院,福建省,福建,福州,,,,理工,专科,公办,,1864,批次=专科批,2026/6/15
1784,漳州职业技术学院,福建省,福建,漳州,,,,综合,专科,公办,,1865,批次=专科批,2026/6/15
1785,闽西职业技术学院,福建省,福建,龙岩,,,,综合,专科,公办,,1866,批次=专科批,2026/6/15
1786,福州职业技术学院,福建省,福建,福州,,,,综合,专科,公办,,1867,年份=年份,2026/6/15
1787,福建林业职业技术学院,福建省,福建,南平,,,,农林,专科,公办,,1868,年份=年份,2026/6/15
1788,福建信息职业技术学院,福建省,福建,福州,,,,理工,专科,公办,,1869,年份=年份,2026/6/15
1789,福建水利电力职业技术学院,福建省,福建,三明,,,,理工,专科,公办,,1870,批次=专科批,2026/6/15
1790,福建电力职业技术学院,福建省,福建,泉州,,,,理工,专科,公办,,1587,批次=专科批,2026/6/15
1791,厦门海洋职业技术学院,福建省,福建,厦门,,,,综合,专科,公办,,1871,年份=年份,2026/6/15
1792,福建农业职业技术学院,福建省,福建,福州,,,,农林,专科,公办,,1872,年份=年份,2026/6/15
1793,福建卫生职业技术学院,福建省,福建,福州,,,,医药,专科,公办,,1873,年份=年份,2026/6/15
1794,泉州医学高等专科学校,福建省,福建,泉州,,,,医药,专科,公办,,1863,年份=年份,2026/6/15
1795,闽北职业技术学院,福建省,福建,南平,,,,综合,专科,公办,,1875,年份=年份,2026/6/15
1796,泉州经贸职业技术学院,福建省,福建,泉州,,,,财经,专科,公办,,1876,批次=专科批,2026/6/15
1797,湄洲湾职业技术学院,福建省,福建,莆田,,,,理工,专科,公办,,1878,年份=年份,2026/6/15
1798,福建生物工程职业技术学院,福建省,福建,福州,,,,医药,专科,公办,,1879,年份=年份,2026/6/15
1799,福建艺术职业学院,福建省,福建,福州,,,,艺术,专科,公办,,1880,年份=年份,2026/6/15
1800,福建幼儿师范高等专科学校,福建省,福建,福州,,,,师范,专科,公办,,2970,年份=年份,2026/6/15
1801,厦门城市职业学院,福建省,福建,厦门,,,,综合,专科,公办,,1881,批次=专科批,2026/6/15
1802,泉州工艺美术职业学院,福建省,福建,泉州,,,,艺术,专科,公办,,1882,批次=专科批,2026/6/15
1803,三明医学科技职业学院,福建省,福建,三明,,,,综合,专科,公办,,1883,年份=年份,2026/6/15
