序号,学校名称,主管部门,省份,城市,985,211,双一流,类型,层次,性质,状态,id,错误信息,日期
2851,郑州软件职业技术学院,河南省教育厅,河南,郑州,,,,0,专科,民办,,3670,年份=年份,2026/6/15
2852,郑州智能科技职业学院,河南省教育厅,河南,郑州,,,,0,专科,民办,,3671,年份=年份,2026/6/15
2853,沧州航空职业学院,河北省教育厅,河北,沧州,,,,0,专科,民办,,3656,年份=年份,2026/6/15
2854,邯郸应用技术职业学院,河北省教育厅,河北,邯郸,,,,0,专科,民办,,3662,年份=年份,2026/6/15
2855,珠海格力职业学院,广东省教育厅,广东,珠海,,,,0,专科,民办,,3675,省份=,2026/6/15
2856,贵州铜仁数据职业学院,贵州省教育厅,贵州,铜仁,,,,0,专科,民办,,3635,年份=年份,2026/6/15
2857,潍坊食品科技职业学院,山东省教育厅,山东,潍坊,,,,0,专科,民办,,3634,年份=年份,2026/6/15
2858,烟台城市科技职业学院,山东省教育厅,山东,烟台,,,,0,专科,民办,,3642,年份=年份,2026/6/15
2859,郑州食品工程职业学院,河南省教育厅,河南,郑州,,,,0,专科,民办,,3643,年份=年份,2026/6/15
2860,郑州汽车工程职业学院,河南省教育厅,河南,郑州,,,,0,专科,民办,,3625,年份=年份,2026/6/15
2861,长沙轨道交通职业学院,湖南省教育厅,湖南,长沙,,,,0,专科,民办,,3673,年份=2024,2026/6/15
2862,长沙文创艺术职业学院,湖南省教育厅,湖南,长沙,,,,0,专科,民办,,3647,批次=专科批,2026/6/15
2863,岳阳现代服务职业学院,湖南省教育厅,湖南,岳阳,,,,0,专科,民办,,3648,批次=专科批,2026/6/15
2864,郴州思科职业学院,湖南省教育厅,湖南,郴州,,,,0,专科,民办,,3649,批次=专科批,2026/6/15
2865,衡阳科技职业学院,湖南省教育厅,湖南,衡阳,,,,0,专科,民办,,3650,批次=专科批,2026/6/15
2866,桂林信息工程职业学院,广西壮族自治区教育厅,广西,桂林,,,,0,专科,民办,,3651,批次=专科批,2026/6/15
2867,遂宁能源职业学院,四川省教育厅,四川,遂宁,,,,0,专科,民办,,3676,年份=年份,2026/6/15
2868,遂宁工程职业学院,四川省教育厅,四川,遂宁,,,,0,专科,民办,,3677,年份=年份,2026/6/15
2869,遂宁职业学院,四川省教育厅,四川,遂宁,,,,0,专科,民办,,3678,批次=专科批,2026/6/15
2870,长春数字科技职业学院,吉林省教育厅,吉林,长春,,,,0,专科,民办,,3683,年份=年份,2026/6/15
2871,芜湖医药健康职业学院,安徽省教育厅,安徽,芜湖,,,,0,专科,民办,,3695,年份=年份,2026/6/15
2872,芜湖航空职业学院,安徽省教育厅,安徽,芜湖,,,,0,专科,民办,,3696,年份=年份,2026/6/15
2873,蚌埠城市轨道交通职业学院,安徽省教育厅,安徽,蚌埠,,,,0,专科,民办,,3697,年份=年份,2026/6/15
2874,海南东方新丝路职业学院,海南省教育厅,海南,东方,,,,0,专科,民办,,3698,批次=专科批,2026/6/15
2875,邢台新能源职业学院,河北省教育厅,河北,邢台,,,,0,专科,民办,,3710,年份=年份,2026/6/15
2876,江西樟树中医药职业学院,江西省教育厅,江西,宜春,,,,0,专科,民办,,3706,年份=年份,2026/6/15
2877,赣东职业技术学院,江西省教育厅,江西,抚州,,,,0,专科,民办,,3707,年份=年份,2026/6/15
2878,德州工程职业学院,山东省教育厅,山东,德州,,,,0,专科,民办,,3709,年份=年份,2026/6/15
2879,日照康养职业学院,山东省教育厅,山东,日照,,,,0,专科,民办,,3690,年份=年份,2026/6/15
2880,信阳科技职业学院,河南省教育厅,河南,信阳,,,,0,专科,民办,,3727,年份=年份,2026/6/15
2881,信阳工程职业学院,河南省教育厅,河南,信阳,,,,0,专科,民办,,3720,年份=年份,2026/6/15
2882,周口城市职业学院,河南省教育厅,河南,周口,,,,0,专科,民办,,3721,年份=年份,2026/6/15
2883,河南新乡工商职业学院,河南省教育厅,河南,新乡,,,,0,专科,民办,,3722,年份=年份,2026/6/15
2884,重庆数字产业职业技术学院,重庆市教委,重庆,重庆,,,,0,专科,民办,,3681,年份=年份,2026/6/15
2885,重庆现代制造职业学院,重庆市教委,重庆,重庆,,,,0,专科,民办,,3711,批次=专科批,2026/6/15
2886,成都轨道交通职业学院,四川省教育厅,四川,成都,,,,0,专科,民办,,3729,年份=年份,2026/6/15
2887,长沙医药健康职业学院,湖南省教育厅,湖南,长沙,,,,,专科,民办,,3738,批次=专科批,2026/6/15
2888,三亚护理职业学院,海南省教育厅,海南,三亚,,,,,专科,民办,,3739,批次=专科批,2026/6/15
2889,大同数据科技职业学院,山西省教育厅,山西,大同,,,,,专科,民办,,3755,年份=年份,2026/6/15
2890,长沙科技职业学院,湖南省教育厅,湖南,长沙,,,,,专科,民办,,3756,批次=专科批,2026/6/15
2891,株洲科技职业学院,湖南省教育厅,湖南,株洲,,,,,专科,民办,,3757,年份=年份,2026/6/15
2892,衡阳理工职业学院,湖南省教育厅,湖南,衡阳,,,,,专科,民办,,3758,批次=专科批,2026/6/15
2893,郴州智能科技职业学院,湖南省教育厅,湖南,郴州,,,,,专科,民办,,3759,批次=专科批,2026/6/15
2894,鹰潭卫生职业学院,江西省教育厅,江西,鹰潭,,,,,专科,民办,,3751,年份=年份,2026/6/15
2895,石家庄金融职业学院,河北省教育厅,河北,石家庄,,,,,专科,民办,,3781,年份=年份,2026/6/15
2896,石家庄农林职业学院,河北省教育厅,河北,石家庄,,,,,专科,民办,,3782,年份=年份,2026/6/15
2897,哈尔滨商贸职业学院,黑龙江省教育厅,黑龙江,哈尔滨,,,,,专科,民办,,3783,批次=专科批,2026/6/15
2898,齐齐哈尔立德健康职业学院,黑龙江省教育厅,黑龙江,齐齐哈尔,,,,,专科,民办,,3784,批次=专科批,2026/6/15
2899,湖州健康职业学院,浙江省教育厅,浙江,湖州,,,,,专科,民办,,3787,年份=年份,2026/6/15
2900,赣州起元职业学院,江西省教育厅,江西,赣州,,,,,专科,民办,,3791,年份=年份,2026/6/15
2901,赣州远恒佳职业学院,江西省教育厅,江西,赣州,,,,,专科,民办,,3792,年份=年份,2026/6/15
2902,济宁汽车工程职业学院,山东省教育厅,山东,济宁,,,,,专科,民办,,3794,年份=年份,2026/6/15
2903,日照科技职业学院,山东省教育厅,山东,日照,,,,,专科,民办,,3795,年份=年份,2026/6/15
2904,枣庄应用技术职业学院,山东省教育厅,山东,枣庄,,,,,专科,民办,,3796,年份=年份,2026/6/15
2905,临沂城市职业学院,山东省教育厅,山东,临沂,,,,,专科,民办,,3797,年份=年份,2026/6/15
2906,菏泽生物医药职业学院,山东省教育厅,山东,菏泽,,,,,专科,民办,,3798,年份=年份,2026/6/15
2907,开封工程职业学院,河南省教育厅,河南,开封,,,,,专科,民办,,3799,省份=,2026/6/15
2908,开封智慧健康职业学院,河南省教育厅,河南,开封,,,,,专科,民办,,3800,省份=,2026/6/15
2909,周口智慧能源职业学院,河南省教育厅,河南,周口,,,,,专科,民办,,3801,省份=,2026/6/15
2910,平顶山科技职业学院,河南省教育厅,河南,平顶山,,,,,专科,民办,,3802,省份=,2026/6/15
2911,岳阳科技职业学院,湖南省教育厅,湖南,岳阳,,,,,专科,民办,,3803,省份=,2026/6/15
2912,邵阳通航职业技术学院,湖南省教育厅,湖南,邵阳,,,,,专科,民办,,3804,省份=,2026/6/15
2913,重庆安防职业学院,重庆市教委,重庆,重庆,,,,,专科,民办,,3806,年份=年份,2026/6/15
2914,昆明航空职业学院,云南省教育厅,云南,昆明,,,,,专科,民办,,3807,省份=,2026/6/15
2915,苏州百年职业学院,江苏省教育厅,江苏,苏州,,,,0,专科,中外合作办学,,1097,批次=专科批,2026/6/15
2916,福州墨尔本理工职业学院,福建省教育厅,福建,福州,,,,0,专科,中外合作办学,,3259,批次=专科批,2026/6/15
2917,郑州亚欧交通职业学院,河南省教育厅,河南,郑州,,,,0,专科,中外合作办学,,3466,年份=年份,2026/6/15
2918,复旦大学上海医学院,教育部,上海,上海,985,211,双一流,,本科,,,3427,无专业数据,2026/6/15
2919,上海交通大学医学院,教育部,上海,上海,985,211,双一流,,本科,,,75,无专业数据,2026/6/15
2920,北京大学医学部,教育部,北京,北京,985,211,双一流,,本科,,,1217,无专业数据,2026/6/15
2922,哈尔滨工业大学（深圳）,工业和信息化部,黑龙江,哈尔滨,985,211,双一流,,本科,,,3255,无专业数据,2026/6/15
2923,中国人民大学（苏州校区）,工业和信息化部,浙江,苏州,985,211,双一流,,本科,,,3150,无专业数据,2026/6/15
2924,浙江大学医学院,教育部,浙江,杭州,985,211,双一流,,本科,,,3429,无专业数据,2026/6/15
2926,哈尔滨工业大学（威海）,工业和信息化部,山东,威海,985,211,双一流,,本科,,,1457,无专业数据,2026/6/15
2927,中国人民解放军国防科技大学,,,,,,,,,,,939,批次=本科提前批,2026/6/15
2938,北京师范大学（珠海校区）,,,,,,,,,,,3825,无专业数据,2026/6/15
2942,山东大学（威海）,教育部,山东,威海,985,211,双一流,,本科,,,1219,无专业数据,2026/6/15
2944,东北大学秦皇岛分校,教育部,河北,秦皇岛,985,211,双一流,,本科,,,1218,无专业数据,2026/6/15
2945,华北电力大学（北京）,教育部,北京,北京,0,211,双一流,,本科,,,831,无专业数据,2026/6/15
2948,华北电力大学（保定）,教育部,河北,保定,0,211,双一流,,本科,,,591,无专业数据,2026/6/15
2950,大连理工大学（盘锦校区）,教育部,辽宁,盘锦,985,211,双一流,,本科,,,3122,无专业数据,2026/6/15
2981,北京交通大学（威海校区）,教育部,山东,威海,0,211,双一流,,本科,,,3828,无专业数据,2026/6/15
2990,中国石油大学（北京）克拉玛依校区,教育部,新疆,克拉玛依,0,211,双一流,,本科,,,3311,无专业数据,2026/6/15
2993,合肥工业大学（宣城校区）,教育部,安徽,合肥,0,211,双一流,,本科,,,3152,无专业数据,2026/6/15
2994,中国人民解放军陆军军医大学,,,,,,,,,,,1227,无专业数据,2026/6/15
3002,滨州医学院,山东省,山东,滨州,0,0,0,,本科,,,64,无专业数据,2026/6/15
3012,防灾科技学院,中国地震局,河北,廊坊,0,0,0,,本科,,,653,年份=2024,2026/6/15
3022,南昌大学抚州医学院,,,,,,,,,,,3422,年份=年份,2026/6/15
3030,内蒙古科技大学包头医学院,,,,,,,,,,,2616,年份=年份,2026/6/15
3042,内蒙古科技大学包头师范学院,,,,,,,,,,,2617,年份=年份,2026/6/15
3055,香港珠海学院,,,,,,,,,,,3008,无专业数据,2026/6/15
3058,海军军医大学,,,,,,,,,,,936,年份=年份,2026/6/15
3059,中国人民解放军空军军医大学,,,,,,,,,,,937,批次=本科提前批,2026/6/15
3061,空军预警学院,,,,,,,,,,,1160,批次=本科提前批,2026/6/15
3062,武警后勤学院,,,,,,,,,,,1211,省份=,2026/6/15
3063,武警工程大学,,,,,,,,,,,1213,批次=本科提前批,2026/6/15
3065,香港中文大学,,,,,,,,,,,1220,批次=本科提前批,2026/6/15
3066,香港城市大学,,,,,,,,,,,1221,批次=本科提前批,2026/6/15
3067,网络空间部队信息工程大学,,,,,,,,,,,1222,批次=本科提前批,2026/6/15
3068,解放军国际关系学院,,,,,,,,,,,1223,省份=,2026/6/15
3069,中国人民解放军西安通信学院,,,,,,,,,,,1224,省份=,2026/6/15
3070,联勤保障部队工程大学,,,,,,,,,,,1226,批次=本科提前批,2026/6/15
3072,陆军装甲兵学院,,,,,,,,,,,1229,年份=2024,2026/6/15
3073,中国人民解放军空军工程大学,,,,,,,,,,,1230,批次=本科提前批,2026/6/15
3074,火箭军工程大学,,,,,,,,,,,1231,批次=本科提前批,2026/6/15
3075,香港科技大学,,,,,,,,,,,1233,省份=,2026/6/15
3076,香港大学,,,,,,,,,,,1234,省份=,2026/6/15
3077,陆军军事交通学院,,,,,,,,,,,1253,年份=2024,2026/6/15
3078,香港演艺学院,,,,,,,,,,,1270,省份=,2026/6/15
3079,澳门理工大学,,,,,,,,,,,1272,省份=,2026/6/15
3080,香港理工大学,,,,,,,,,,,1287,省份=,2026/6/15
3081,陆军防化学院,,,,,,,,,,,1309,批次=本科提前批,2026/6/15
3082,解放军陆军航空兵学院,,,,,,,,,,,1310,省份=,2026/6/15
3083,军事航天部队航天工程大学,,,,,,,,,,,1311,批次=本科提前批,2026/6/15
3084,陆军工程大学,,,,,,,,,,,1312,无专业数据,2026/6/15
3085,海军航空大学,,,,,,,,,,,1321,批次=本科提前批,2026/6/15
3086,海南经贸职业大学,,,,,,,,,,,1404,批次=专科批,2026/6/15
3088,和田师范专科学校,,,,,,,,,,,2065,年份=2023,2026/6/15
3089,新疆维吾尔医学专科学校,,,,,,,,,,,2067,年份=年份,2026/6/15
3090,香港教育大学,,,,,,,,,,,2602,省份=,2026/6/15
3091,岭南大学,,,,,,,,,,,2619,省份=,2026/6/15
3092,空军勤务学院,,,,,,,,,,,2620,省份=,2026/6/15
3093,中国人民解放军海军大连舰艇学院,,,,,,,,,,,2621,批次=本科提前批,2026/6/15
3094,海军工程大学,,,,,,,,,,,2622,批次=本科提前批,2026/6/15
3095,空军航空大学,,,,,,,,,,,2623,批次=本科提前批,2026/6/15
3096,解放军电子工程学院,,,,,,,,,,,2625,省份=,2026/6/15
3097,香港浸会大学,,,,,,,,,,,2626,省份=,2026/6/15
3098,甘肃机电职业技术学院,,,,,,,,,,,2695,年份=年份,2026/6/15
3099,澳门科技大学,,,,,,,,,,,2809,省份=,2026/6/15
3100,澳门大学,,,,,,,,,,,2810,省份=,2026/6/15
3101,澳门旅游大学,,,,,,,,,,,2811,省份=,2026/6/15
3102,首都师范大学继续教育学院,,,,,,,,,,,2814,省份=,2026/6/15
3103,河北青年管理干部学院,,,,,,,,,,,2856,年份=年份,2026/6/15
3104,山西青年职业学院,,,,,,,,,,,2861,年份=年份,2026/6/15
3105,山西省政法管理干部学院,,,,,,,,,,,2866,年份=年份,2026/6/15
3106,西安电力机械制造公司机电学院,,,,,,,,,,,2874,年份=年份,2026/6/15
3107,陕西航天职工大学,,,,,,,,,,,2875,年份=年份,2026/6/15
3108,陕西省建筑工程总公司职工大学,,,,,,,,,,,2878,年份=年份,2026/6/15
3109,吉林省经济管理干部学院,,,,,,,,,,,2886,年份=年份,2026/6/15
3110,首都经济贸易大学密云分校,,,,,,,,,,,2953,年份=年份,2026/6/15
3111,吉林省教育学院,,,,,,,,,,,2956,省份=,2026/6/15
3112,陆军兵种大学,,,,,,,,,,,2971,批次=本科提前批,2026/6/15
3113,陆军指挥学院,,,,,,,,,,,2972,省份=,2026/6/15
3114,中国人民解放军陆军步兵学院,,,,,,,,,,,2973,批次=本科提前批,2026/6/15
3115,解放军工程兵学院,,,,,,,,,,,2977,省份=,2026/6/15
3116,中国人民解放军海军潜艇学院,,,,,,,,,,,2978,年份=年份,2026/6/15
3117,空军指挥学院,,,,,,,,,,,2983,省份=,2026/6/15
3118,解放军空军第一航空学院,,,,,,,,,,,2985,省份=,2026/6/15
3119,解放军空军西安飞行学院,,,,,,,,,,,2986,省份=,2026/6/15
3120,解放军装甲兵学院,,,,,,,,,,,2989,省份=,2026/6/15
3121,解放军装甲兵技术学院,,,,,,,,,,,2990,省份=,2026/6/15
3122,中国人民解放军陆军边海防学院,,,,,,,,,,,2992,年份=2024,2026/6/15
3123,武警指挥学院,,,,,,,,,,,2994,省份=,2026/6/15
3124,武警警官学院,,,,,,,,,,,2995,批次=本科提前批,2026/6/15
3125,北京理工大学国际教育学院,,,,,,,,,,,3000,省份=,2026/6/15
3126,北京航空航天大学软件学院,,,,,,,,,,,3006,省份=,2026/6/15
3127,香港都会大学,,,,,,,,,,,3007,省份=,2026/6/15
3129,厦门大学国际学院,,,,,,,,,,,3146,省份=,2026/6/15
3132,山东职业学院西校区,,,,,,,,,,,3158,省份=,2026/6/15
3133,香港树仁大学,,,,,,,,,,,3243,省份=,2026/6/15
3134,澳门城市大学,,,,,,,,,,,3244,省份=,2026/6/15
3139,中国人民解放军陆军特种作战学院,,,,,,,,,,,3442,年份=2024,2026/6/15
3140,中国人民武装警察部队特种警察学院,,,,,,,,,,,3443,年份=2023,2026/6/15
3141,厦门大学马来西亚分校,,,,,,,,,,,3448,年份=年份,2026/6/15
3142,西南财经大学特拉华数据科学学院,,,,,,,,,,,3486,年份=2024,2026/6/15
3143,海军指挥学院,,,,,,,,,,,3543,省份=,2026/6/15
3144,海军勤务学院,,,,,,,,,,,3544,省份=,2026/6/15
3145,中国人民武装警察部队指挥学院,,,,,,,,,,,3545,省份=,2026/6/15
3146,贵州财经大学西密歇根学院,,,,,,,,,,,3546,省份=,2026/6/15
3147,中国人民解放军海军士官学校,,,,,,,,,,,3548,省份=,2026/6/15
3148,解放军空军石家庄飞行学院,,,,,,,,,,,3552,省份=,2026/6/15
3149,电子科技大学格拉斯哥学院,,,,,,,,,,,3567,省份=,2026/6/15
3150,香港恒生大学,,,,,,,,,,,3568,省份=,2026/6/15
3151,重庆移通学院德国工程学院,,,,,,,,,,,3569,年份=年份,2026/6/15
3152,集美大学海外教育学院,,,,,,,,,,,3570,省份=,2026/6/15
3153,西南大学西塔学院,,,,,,,,,,,3604,年份=年份,2026/6/15
3154,重庆医科大学莱斯特大学联合学院,,,,,,,,,,,3605,年份=2024,2026/6/15
3155,贵州大学北阿拉巴马国际工程技术学院,,,,,,,,,,,3612,年份=2024,2026/6/15
